LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	admin
Description	Clolumns are: time, Current, Voltage, Power, Battery Temp, and Chamber Temp
Date	2024/08/16
Time	13:59:35.9411449432373046875
***End_of_Header***	
	
Channels	6						
Samples	1	1	1	1	1	1	
Date	2024/09/17	2024/09/17	2024/09/17	2024/09/17	2024/09/17	2024/09/17	
Time	11:27:40.3836126327514648437	11:27:40.3897542953491210937	11:27:40.3946337699890136719	11:27:40.3567895889282226562	11:27:40.3567895889282226562	11:27:40.3567895889282226562	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
0.000000	-0.001486	4.098900	-0.006067	20.778828	0.000393	20.758913
0.992450	-3.016900	3.937100	-11.876000	20.776959	0.000389	20.763209
1.992473	-3.017300	3.930300	-11.858000	20.781949	0.000390	20.752076
2.992885	-3.010500	3.925300	-11.817000	20.784698	0.000389	20.745817
3.991796	-3.013900	3.921000	-11.817000	20.793261	0.000387	20.754854
4.997770	-2.997900	3.918300	-11.746000	20.797529	0.000385	20.730671
5.992851	-3.005600	3.914600	-11.765000	20.785576	0.000385	20.748591
6.994763	-2.992800	3.912300	-11.707000	20.801096	0.000385	20.737557
7.996244	-2.976200	3.910500	-11.637000	20.794316	0.000383	20.751641
8.992221	-2.974300	3.907200	-11.620000	20.794436	0.000384	20.734691
9.995332	-2.984800	3.906700	-11.660000	20.830125	0.000382	20.749518
11.000094	-2.995900	3.903800	-11.694000	20.791273	0.000383	20.727260
11.993838	-3.005800	3.903300	-11.731000	20.804574	0.000382	20.735346
12.997201	-2.993200	3.901300	-11.676000	20.822637	0.000383	20.735866
13.996511	-2.990200	3.899700	-11.660000	20.836536	0.000378	20.719418
14.997270	-3.002700	3.898300	-11.704000	20.819046	0.000379	20.738439
16.002112	-2.992600	3.897500	-11.663000	20.838964	0.000378	20.755513
17.002502	-3.002000	3.896300	-11.696000	20.837191	0.000379	20.737144
17.995494	-2.977200	3.896500	-11.599000	20.840612	0.000377	20.755265
19.008867	-2.989100	3.894600	-11.639000	20.849019	0.000377	20.738067
19.999153	-3.012700	3.893300	-11.727000	20.859326	0.000373	20.742211
21.000087	-3.033200	3.890700	-11.800000	20.863445	0.000375	20.736372
22.001648	-2.995100	3.891100	-11.654000	20.865214	0.000373	20.747625
23.009001	-3.005700	3.889700	-11.689000	20.881437	0.000372	20.721648
24.003238	-2.990200	3.889800	-11.630000	20.865218	0.000373	20.718704
24.997714	-2.999700	3.889900	-11.667000	20.867040	0.000370	20.724794
26.009398	-3.012500	3.888100	-11.712000	20.882707	0.000373	20.756111
26.997263	-2.993200	3.887700	-11.636000	20.884830	0.000371	20.748276
27.999863	-2.989900	3.886900	-11.621000	20.883234	0.000370	20.728187
29.019106	-2.990200	3.887400	-11.623000	20.911883	0.000369	20.729812
29.998883	-2.999000	3.884700	-11.649000	20.914674	0.000368	20.735923
31.008012	-2.985800	3.885800	-11.600000	20.895384	0.000369	20.751719
32.005910	-3.010400	3.884100	-11.691000	20.916196	0.000370	20.727012
33.005146	-3.002400	3.884200	-11.661000	20.918396	0.000369	20.733955
34.001525	-3.004100	3.884800	-11.669000	20.937732	0.000368	20.729111
35.005064	-3.007900	3.882300	-11.677000	20.920792	0.000367	20.745835
36.005014	-3.008800	3.882800	-11.681000	20.920516	0.000367	20.719479
37.000768	-3.004200	3.882400	-11.662000	20.961490	0.000367	20.716835
38.003648	-3.016200	3.881100	-11.705000	20.953978	0.000366	20.739196
39.002658	-3.009200	3.880500	-11.677000	20.952885	0.000366	20.722455
40.005643	-2.994300	3.881800	-11.622000	20.968435	0.000365	20.746068
