Timestep,1Hz,,
3.3872,0,40.429151,40.60561
3.3875,0,40.4387,40.61625
3.3869,0,40.426743,40.615936
3.3857,0,40.440858,40.59476
3.3871,0,40.436944,40.604308
3.3867,0,40.441397,40.601847
3.3877,0,40.437595,40.617327
3.3871,0,40.428512,40.61443
3.3868,0,40.43412,40.608032
3.3857,0,40.444811,40.62527
3.3857,0,40.432439,40.598712
3.3859,0,40.441586,40.611495
3.3855,0,40.447972,40.616788
3.3851,0,40.445563,40.602375
3.3862,0,40.433417,40.609876
3.3865,0,40.433079,40.594621
3.385,0,40.435175,40.612725
3.3852,0,40.422904,40.607004
3.3857,0,40.436528,40.621354
3.3854,0,40.446719,40.622812
3.3856,0,40.441347,40.62217
3.3848,0,40.442627,40.60999
3.3856,0,40.441925,40.615836
3.3842,0,40.4354,40.612223
3.3847,0,40.446932,40.618296
3.3853,0,40.446216,40.598298
3.3853,0,40.437295,40.62212
3.3844,0,40.440417,40.616511
3.3845,0,40.437647,40.60974
3.3851,0,40.437722,40.606177
3.3847,0,40.436467,40.612925
3.3839,0,40.441336,40.607971
3.3843,0,40.440758,40.602664
3.3848,0,40.442728,40.607907
3.3843,0,40.445602,40.603869
3.3843,0,40.441725,40.613453
3.3853,0,40.443569,40.605838
3.384,0,40.439291,40.611747
3.3838,0,40.447094,40.600995
3.3849,0,40.424712,40.60481
3.3842,0,40.436744,40.611747
3.3843,0,40.431134,40.606502
3.3844,0,40.437986,40.619537
3.3842,0,40.446844,40.603291
3.3839,0,40.459403,40.61403
3.3845,0,40.427987,40.596079
3.3833,0,40.434209,40.60994
3.3837,0,40.447821,40.620276
3.384,0,40.430545,40.610642
3.3837,0,40.435889,40.605072
3.384,0,40.443155,40.599967
3.383,0,40.443819,40.609362
3.3838,0,40.457896,40.604519
3.3823,0,40.441108,40.618294
3.3834,0,40.440244,40.614155
3.3834,0,40.440872,40.598412
3.3842,0,40.451046,40.61768
3.3818,0,40.444033,40.596115
3.3831,0,40.442427,40.60506
3.3843,0,40.443394,40.59111
3.3829,0,40.444272,40.597445
3.3823,0,40.431323,40.629246
3.3827,0,40.448699,40.611331
3.3834,0,40.443055,40.615511
3.3822,0,40.449516,40.610692
3.3828,0,40.445413,40.612411
3.3838,0,40.450432,40.616702
3.3832,0,40.448335,40.609876
3.382,0,40.453243,40.618785
3.3829,0,40.431045,40.632243
3.3838,0,40.441222,40.615133
3.3832,0,40.444044,40.625231
3.3825,0,40.44668,40.621318
3.3828,0,40.453279,40.64356
3.3829,0,40.445788,40.621518
3.3832,0,40.438211,40.627766
3.3826,0,40.433531,40.622723
3.3828,0,40.455174,40.618896
3.3827,0,40.433531,40.624178
3.3823,0,40.462839,40.627289
3.3818,0,40.457507,40.60886
3.3819,0,40.445325,40.630513
3.3827,0,40.431862,40.610504
3.3832,0,40.452426,40.620151
3.3828,0,40.448599,40.617416
3.3826,0,40.454334,40.603869
3.3832,0,40.456604,40.616325
3.3835,0,40.452163,40.612611
3.3822,0,40.45023,40.6165
3.3822,0,40.456101,40.619096
3.3822,0,40.443442,40.614806
3.3824,0,40.446064,40.601056
3.3828,0,40.439617,40.60225
3.383,0,40.442475,40.624026
3.3822,0,40.447419,40.619874
3.3819,0,40.456665,40.619296
3.3821,0,40.444358,40.628819
3.3837,0,40.45181,40.631177
3.3827,0,40.434759,40.610854
3.3828,0,40.456854,40.626397
3.3825,0,40.46132,40.6134
3.3824,0,40.442903,40.607718
3.3814,0,40.440983,40.608346
3.3826,0,40.452802,40.612523
3.3821,0,40.457682,40.62868
3.3816,0,40.446402,40.630863
3.3815,0,40.452074,40.628166
3.382,0,40.441672,40.629044
3.3825,0,40.45521,40.614203
3.3818,0,40.437634,40.621368
3.3823,0,40.447144,40.624692
3.3819,0,40.444483,40.625306
3.3822,0,40.455612,40.615697
3.3821,0,40.45264,40.622184
3.3816,0,40.461032,40.620024
3.3826,0,40.445161,40.620163
3.3823,0,40.443592,40.629144
3.3818,0,40.458598,40.596854
3.3823,0,40.445224,40.612586
3.382,0,40.455876,40.613778
3.3827,0,40.449402,40.619674
3.3815,0,40.441672,40.624315
3.3822,0,40.450882,40.6026
3.3815,0,40.44215,40.627703
3.3816,0,40.467156,40.631604
3.381,0,40.457532,40.610704
3.3816,0,40.451435,40.624617
3.3826,0,40.449491,40.619762
3.3821,0,40.458146,40.628053
3.3818,0,40.439125,40.620677
3.3816,0,40.457932,40.615106
3.3826,0,40.455499,40.630135
3.3821,0,40.441975,40.615158
3.3815,0,40.444558,40.620288
3.3822,0,40.455574,40.61202
3.382,0,40.438423,40.616336
3.3815,0,40.449263,40.59989
3.3825,0,40.442525,40.617891
3.3821,0,40.435034,40.611857
3.3814,0,40.455349,40.593241
3.381,0,40.450769,40.612673
3.382,0,40.449213,40.62858
3.3828,0,40.438084,40.619635
3.383,0,40.439614,40.602611
3.3818,0,40.465184,40.616172
3.3817,0,40.440756,40.616486
3.3803,0,40.438359,40.613726
3.3168,-3.0285,40.456288,40.612734
3.3094,-2.9971,40.451444,40.618805
3.3029,-3.0051,40.441909,40.613273
3.2974,-3.0142,40.452085,40.61981
3.291,-2.9614,40.45103,40.610024
3.2876,-2.9995,40.450566,40.640483
3.2837,-2.9901,40.435498,40.611229
3.2786,-3.0243,40.459487,40.625392
3.2752,-3.0249,40.425171,40.625279
3.2717,-3.0068,40.460954,40.615945
3.27,-3.0202,40.45118,40.606536
3.2671,-3.0199,40.460502,40.599849
3.2644,-3.0136,40.45458,40.618667
3.2623,-3.0072,40.456688,40.627323
3.2595,-3.0104,40.444881,40.615881
3.2566,-2.9744,40.435923,40.616384
3.2551,-3.0028,40.452786,40.603048
3.2524,-2.9864,40.449222,40.620586
3.2517,-2.95,40.452836,40.610738
3.2489,-2.9954,40.441204,40.619117
3.2485,-3.0077,40.445898,40.597252
3.2465,-3.0053,40.478731,40.597702
3.2457,-2.994,40.448431,40.609972
3.2431,-3.0117,40.476247,40.607589
3.2434,-2.9747,40.448995,40.603259
3.2412,-3.0478,40.471817,40.612982
3.2387,-3.0242,40.446926,40.616834
3.2399,-3.007,40.453625,40.628262
3.2385,-2.9792,40.463824,40.613721
3.2365,-3.0129,40.477387,40.616368
3.236,-3.003,40.459997,40.618989
3.2364,-3.003,40.461705,40.614512
3.2357,-2.9645,40.464588,40.599569
3.234,-3.0002,40.464588,40.614485
3.2349,-2.9857,40.456697,40.627696
3.2337,-2.9994,40.465205,40.603096
3.2326,-2.9957,40.472618,40.606506
3.2321,-2.9938,40.467713,40.624522
3.2313,-3.0203,40.461089,40.610258
3.2323,-2.989,40.471954,40.610208
3.2314,-2.9928,40.469016,40.623642
3.2319,-3.0069,40.475767,40.62821
3.2299,-3.017,40.480873,40.633678
3.2302,-3.0124,40.477723,40.613066
3.2309,-3.0053,40.487849,40.601727
3.231,-3.0276,40.480095,40.593609
3.2305,-2.9783,40.499817,40.592229
3.2291,-2.9615,40.493205,40.621998
3.2297,-2.998,40.489341,40.618135
3.2314,-2.9433,40.474035,40.610833
3.2298,-2.9997,40.486906,40.596054
3.2286,-3.0064,40.486819,40.591238
3.2296,-2.971,40.492327,40.611297
3.2292,-3.0003,40.485614,40.612589
3.2286,-3.01,40.496177,40.60205
3.2289,-3.0087,40.493994,40.614419
3.2284,-2.9921,40.50462,40.602489
3.2281,-3.0016,40.483054,40.592566
3.2297,-2.995,40.505573,40.60999
3.2281,-2.9931,40.503579,40.610542
3.229,-2.9756,40.503918,40.597057
3.2286,-2.9945,40.503779,40.611106
3.229,-3.0449,40.52522,40.606716
3.2294,-3.0283,40.503165,40.604672
3.2296,-2.9818,40.515008,40.615058
3.23,-2.9887,40.525784,40.593819
3.2289,-3.0068,40.512422,40.608471
3.228,-3.0223,40.518005,40.607141
3.2283,-2.9985,40.522635,40.606313
3.2294,-2.9901,40.532647,40.614506
3.2301,-3.028,40.51483,40.621429
3.2292,-3.0091,40.545642,40.615859
3.2287,-2.9886,40.536146,40.620916
3.2283,-3.0137,40.531655,40.623701
3.2304,-3.0047,40.543648,40.61059
3.2284,-2.979,40.541015,40.607593
3.2297,-3.0111,40.526648,40.596502
3.2301,-2.9941,40.53518,40.630136
3.2284,-3.002,40.542043,40.611532
3.2295,-2.9933,40.540699,40.600729
3.2287,-3.0022,40.551388,40.617239
3.2276,-2.9971,40.536258,40.616298
3.2291,-3.0102,40.544087,40.61685
3.2294,-2.9604,40.556668,40.622882
3.2285,-3.024,40.551525,40.605734
3.2285,-3.0149,40.558137,40.61271
3.2285,-3.004,40.559154,40.618455
3.2289,-3.0008,40.548025,40.601507
3.2284,-3.0048,40.565664,40.627512
3.2285,-2.9885,40.564761,40.608419
3.2289,-2.9955,40.561626,40.603828
3.2281,-2.9733,40.569302,40.60823
3.2273,-3.034,40.569113,40.604403
3.2282,-2.9956,40.567745,40.609219
3.2287,-3.0023,40.580278,40.613385
3.2286,-2.9767,40.573932,40.625593
3.2282,-3.0072,40.57491,40.604742
3.2282,-2.9759,40.578234,40.61607
3.2275,-2.9939,40.586929,40.62622
3.2279,-3.0025,40.581822,40.613837
3.2287,-3.022,40.595947,40.621777
3.2272,-3.0196,40.587254,40.614904
3.2286,-3.011,40.593564,40.615393
3.227,-3.0096,40.597541,40.607
3.2277,-2.9964,40.584996,40.603187
3.2288,-2.9615,40.587529,40.623546
3.2286,-3.009,40.591506,40.602784
3.2269,-2.9948,40.609886,40.621164
3.2284,-2.9545,40.59896,40.610238
3.2266,-3.0151,40.602307,40.618315
3.2272,-3.0226,40.618078,40.613712
3.2279,-2.9946,40.610449,40.606084
3.2272,-3.0015,40.617864,40.612771
3.229,-2.9888,40.612782,40.619331
3.227,-3.0141,40.61962,40.615254
3.2274,-3.0075,40.61346,40.610186
3.2273,-3.016,40.632253,40.585685
3.2284,-3.0053,40.611529,40.612621
3.2276,-3.0021,40.634461,40.597716
3.2278,-3.0166,40.620511,40.590315
3.2267,-3.0204,40.614852,40.618126
3.228,-3.017,40.614576,40.612394
3.2289,-3,40.631311,40.612394
3.2277,-3.0075,40.623924,40.61301
3.2291,-2.9864,40.628653,40.600276
3.2278,-2.9642,40.648712,40.613787
3.2277,-2.975,40.644711,40.601418
3.2281,-2.9892,40.657969,40.604126
3.2284,-3.0162,40.648535,40.616884
3.2271,-2.9914,40.666286,40.620084
3.2281,-3.0135,40.652187,40.617262
3.2271,-2.9977,40.657127,40.61529
3.227,-2.9996,40.655825,40.608894
3.2289,-2.979,40.648987,40.628978
3.2276,-3.0036,40.652937,40.61401
3.2279,-2.9935,40.666586,40.623294
3.2285,-2.9845,40.649224,40.618301
3.2287,-2.9921,40.661318,40.620936
3.2275,-2.9965,40.673123,40.617462
3.2282,-2.9979,40.669021,40.596261
3.2268,-2.9863,40.664767,40.61238
3.2274,-2.9806,40.670363,40.616157
3.2283,-2.9669,40.677966,40.613574
3.2267,-3.0226,40.671793,40.616496
3.228,-2.9838,40.692126,40.604815
3.2276,-2.9878,40.663537,40.611878
3.2263,-3.0533,40.696617,40.609306
3.226,-2.9982,40.691098,40.61361
3.2272,-3.0285,40.689668,40.615454
3.2266,-2.9884,40.699038,40.597539
3.2264,-2.9815,40.692554,40.606334
3.2266,-2.9879,40.684739,40.601793
3.2262,-2.9992,40.702701,40.617573
3.2267,-3.028,40.692817,40.608417
3.2263,-2.9926,40.696203,40.62017
3.2264,-3.0132,40.691401,40.606636
3.2272,-3.0043,40.717604,40.60301
3.2267,-2.9882,40.702087,40.616232
3.2269,-3.0047,40.712937,40.595431
3.2261,-2.9759,40.711395,40.608078
3.2269,-3.0048,40.704458,40.597866
3.2268,-3.0035,40.699227,40.601002
3.2271,-2.9771,40.712487,40.609533
3.2271,-2.9921,40.713603,40.618653
3.2256,-2.9929,40.715836,40.618703
3.2257,-2.9999,40.70294,40.605079
3.2263,-2.9595,40.723111,40.605606
3.2254,-3.0082,40.713928,40.603699
3.2282,-2.9732,40.70462,40.60203
3.2267,-3.0203,40.716349,40.600663
3.2263,-3.0169,40.721542,40.600036
3.2266,-2.9844,40.719548,40.604226
3.227,-3.0208,40.707055,40.602282
3.2258,-3.0196,40.704056,40.600374
3.2273,-2.9896,40.701762,40.611905
3.2254,-3.0069,40.716099,40.611691
3.2274,-3.0251,40.722559,40.602507
3.2261,-2.9624,40.714167,40.620672
3.2251,-3.0129,40.707319,40.609822
3.2254,-3.0203,40.714719,40.602307
3.2254,-3.0289,40.721167,40.61967
3.2254,-3.02,40.706477,40.606434
3.2271,-3.0191,40.718507,40.605731
3.2265,-2.9874,40.715522,40.618026
3.2263,-2.9955,40.728393,40.608342
3.2254,-3.0476,40.722609,40.617837
3.2252,-2.9864,40.729509,40.617098
3.2262,-3.0177,40.715961,40.603912
3.2256,-2.998,40.729923,40.626971
3.2262,-2.9864,40.732983,40.611113
3.2255,-3.0065,40.719373,40.602596
3.2264,-2.9973,40.732872,40.62228
3.227,-2.9933,40.731266,40.615581
3.2246,-3.0179,40.730312,40.60444
3.2248,-2.9876,40.726951,40.605809
3.2253,-2.9825,40.717429,40.605017
3.2258,-2.9907,40.727867,40.587443
3.2261,-3.0185,40.720453,40.600765
3.2262,-3.015,40.742932,40.581772
3.2257,-3.0227,40.720742,40.595233
3.2254,-2.9744,40.720992,40.617312
3.2243,-3.0127,40.719451,40.601582
3.2246,-3.0203,40.72152,40.607289
3.2253,-2.9994,40.735468,40.603412
3.2253,-3.0117,40.721042,40.610086
3.2235,-3.0002,40.730978,40.616384
3.2249,-2.9887,40.727215,40.595522
3.2245,-3.0339,40.726926,40.608694
3.2257,-3.0062,40.719914,40.61587
3.2243,-3.0535,40.729523,40.610927
3.2247,-3.0133,40.725496,40.614904
3.2249,-3.0034,40.745378,40.613323
3.2249,-2.9809,40.732758,40.595245
3.2243,-2.974,40.738605,40.608369
3.2242,-2.9917,40.722574,40.599976
3.2257,-2.9916,40.730914,40.584669
3.2238,-3.0258,40.733963,40.610638
3.2247,-2.9813,40.731655,40.594505
3.2251,-2.9978,40.726762,40.624538
3.2261,-2.9785,40.72606,40.606009
3.225,-3.0137,40.731855,40.595069
3.2233,-2.9786,40.727326,40.594542
3.2238,-2.9886,40.737764,40.604253
3.2249,-2.9956,40.738039,40.611805
3.2236,-3.0031,40.74504,40.603889
3.2252,-2.9679,40.738931,40.622519
3.2232,-3.0135,40.735191,40.621689
3.2243,-2.9859,40.745654,40.597591
3.2231,-2.9959,40.741966,40.615004
3.2234,-3.0173,40.721167,40.603662
3.2231,-3.024,40.737437,40.603926
3.2244,-3.0064,40.740472,40.605506
3.2231,-3.0066,40.726422,40.602368
3.2243,-2.9905,40.736082,40.610575
3.224,-2.9518,40.72305,40.600088
3.2252,-2.9721,40.723802,40.596838
3.2235,-2.9725,40.746681,40.606986
3.2232,-3.0058,40.743896,40.594742
3.2235,-3.0214,40.725094,40.608317
3.2226,-3.0118,40.734463,40.59222
3.2227,-2.997,40.734952,40.628726
3.2223,-3.0115,40.738176,40.614852
3.2228,-3.0272,40.740997,40.604576
3.2229,-3.031,40.716436,40.59602
3.2239,-2.9678,40.735504,40.612544
3.2233,-2.9922,40.731792,40.61065
3.2232,-3.0135,40.744624,40.602746
3.2233,-3.0059,40.743632,40.623583
3.2232,-3.0296,40.731428,40.612105
3.2224,-3.0442,40.72912,40.603976
3.2231,-2.9946,40.736457,40.588757
3.2226,-2.9671,40.72902,40.5966
3.223,-3.0103,40.738365,40.611038
3.223,-3.0017,40.743894,40.620206
3.2231,-3.0154,40.732894,40.613208
3.2222,-2.9633,40.732456,40.603674
3.2228,-2.9765,40.740345,40.596648
3.2228,-2.9928,40.72553,40.592382
3.2228,-3.019,40.73475,40.608151
3.2222,-3.0074,40.729921,40.619329
3.2227,-2.9732,40.741311,40.610347
3.2224,-2.9813,40.723923,40.607146
3.2228,-2.9859,40.741548,40.621862
3.222,-2.9868,40.735364,40.605127
3.2224,-2.9761,40.719533,40.592205
3.2646,0,40.72272,40.613583
3.2714,0,40.742689,40.610998
3.2746,0,40.733456,40.582846
3.2763,0,40.71602,40.609429
3.2791,0,40.741623,40.614297
3.28,0,40.73101,40.595315
3.2799,0,40.730157,40.605741
3.2818,0,40.725517,40.596734
3.2835,0,40.715142,40.603094
3.2826,0,40.728991,40.607485
3.2838,0,40.710788,40.600922
3.2848,0,40.71785,40.596707
3.286,0,40.725917,40.597862
3.2856,0,40.725164,40.613481
3.2874,0,40.724398,40.608713
3.2866,0,40.71873,40.61796
3.288,0,40.722266,40.59421
3.2878,0,40.739263,40.582468
3.2892,0,40.742362,40.596118
3.2892,0,40.724173,40.599028
3.2886,0,40.722204,40.577777
3.2893,0,40.724776,40.577074
3.2899,0,40.724662,40.566046
3.2907,0,40.719055,40.589908
3.2891,0,40.722943,40.578516
3.2898,0,40.73392,40.585856
3.2895,0,40.717762,40.58061
3.2901,0,40.716934,40.595063
3.291,0,40.73417,40.580285
3.2904,0,40.714062,40.584187
3.2908,0,40.726517,40.600645
3.2905,0,40.729641,40.607044
3.2911,0,40.721136,40.613454
3.2928,0,40.728925,40.607419
3.2921,0,40.727233,40.584626
3.2933,0,40.721174,40.604397
3.2924,0,40.729339,40.597282
3.2939,0,40.73447,40.60678
3.2918,0,40.736039,40.613442
3.2928,0,40.722993,40.60949
3.2936,0,40.72076,40.607621
3.2935,0,40.717134,40.617819
3.293,0,40.729039,40.599529
3.293,0,40.719919,40.600595
3.2933,0,40.717323,40.585629
3.2937,0,40.715504,40.585265
3.2935,0,40.725087,40.587573
3.2945,0,40.713158,40.580372
3.2937,0,40.729377,40.589681
3.294,0,40.723005,40.569118
3.2946,0,40.718714,40.576834
3.2955,0,40.707539,40.580574
3.295,0,40.725751,40.614067
3.2943,0,40.729014,40.603869
3.2948,0,40.724849,40.60989
3.296,0,40.72451,40.5779
3.2947,0,40.720044,40.607996
3.2943,0,40.727772,40.593169
3.2939,0,40.710636,40.615686
3.2955,0,40.710111,40.593332
3.2943,0,40.706585,40.60072
3.2946,0,40.716043,40.588351
3.2939,0,40.714187,40.590133
3.2953,0,40.703688,40.583271
3.2945,0,40.715654,40.583596
3.2958,0,40.709897,40.602578
3.2966,0,40.715002,40.605136
3.2965,0,40.72303,40.597157
3.2951,0,40.703174,40.599856
3.2962,0,40.71366,40.570324
3.2952,0,40.739474,40.587773
3.2953,0,40.718967,40.588364
3.296,0,40.719317,40.585804
3.2968,0,40.712555,40.59796
3.2955,0,40.711616,40.589744
3.2969,0,40.714162,40.580285
3.2974,0,40.704741,40.593783
3.2958,0,40.701003,40.593683
3.2969,0,40.721738,40.592955
3.2968,0,40.723671,40.595979
3.2969,0,40.707601,40.595552
3.2971,0,40.704013,40.598512
3.2979,0,40.715968,40.596643
3.2969,0,40.716898,40.584112
3.2956,0,40.69852,40.612664
3.297,0,40.705018,40.604611
3.2969,0,40.722091,40.596582
3.2959,0,40.689012,40.596607
3.2977,0,40.714338,40.595013
3.2963,0,40.703299,40.594524
3.2966,0,40.711441,40.589205
3.2967,0,40.714615,40.594563
3.2969,0,40.690505,40.596282
3.2969,0,40.708517,40.589556
3.2971,0,40.70562,40.594299
3.2972,0,40.70656,40.596693
3.2977,0,40.703274,40.602139
3.297,0,40.695648,40.59997
3.2972,0,40.709697,40.600559
3.2985,0,40.709397,40.580613
3.2987,0,40.706348,40.591025
3.2976,0,40.699561,40.603519
3.2981,0,40.704454,40.617508
3.2966,0,40.716534,40.585931
3.2972,0,40.714929,40.589419
3.2961,0,40.698959,40.597096
3.299,0,40.713724,40.596946
