Timestep,1Hz,,
3.3139,0,20.326379,20.061762
3.3148,0,20.309454,20.045943
3.3146,0,20.334446,20.057615
3.3134,0,20.318609,20.062873
3.3132,0,20.323197,20.071903
3.3138,0,20.319571,20.064575
3.3143,0,20.314095,20.06391
3.3141,0,20.309481,20.051892
3.3142,0,20.329563,20.067167
3.3149,0,20.318561,20.077631
3.3139,0,20.319598,20.077187
3.3143,0,20.332648,20.077285
3.3153,0,20.30519,20.10164
3.3145,0,20.30921,20.106031
3.3148,0,20.324261,20.081481
3.3155,0,20.330329,20.081258
3.3157,0,20.316637,20.083479
3.3149,0,20.302033,20.072573
3.3137,0,20.315748,20.074447
3.3152,0,20.333437,20.077334
3.3142,0,20.33092,20.078148
3.314,0,20.32463,20.085551
3.3158,0,20.317106,20.049155
3.3154,0,20.31227,20.071708
3.3157,0,20.321719,20.094854
3.3163,0,20.31634,20.092435
3.3152,0,20.32162,20.078469
3.3157,0,20.319349,20.086192
3.3159,0,20.319102,20.083724
3.3149,0,20.315329,20.092164
3.3151,0,20.325885,20.086437
3.3162,0,20.325097,20.086389
3.3167,0,20.338713,20.087423
3.3164,0,20.323123,20.081453
3.3161,0,20.326996,20.070522
3.315,0,20.334421,20.084241
3.3166,0,20.325122,20.101218
3.3158,0,20.317079,20.100577
3.3147,0,20.299363,20.099883
3.3158,0,20.345474,20.10751
3.3149,0,20.335161,20.104968
3.3161,0,20.336197,20.119699
3.3155,0,20.333706,20.109064
3.3157,0,20.329436,20.072592
3.316,0,20.320605,20.104103
3.3169,0,20.344117,20.110594
3.3155,0,20.338712,20.105558
3.317,0,20.321246,20.109556
3.3149,0,20.319667,20.109457
3.3146,0,20.33891,20.097613
3.317,0,20.321247,20.105856
3.3165,0,20.314635,20.095911
3.3168,0,20.309997,20.107928
3.3157,0,20.337184,20.085523
3.3174,0,20.321123,20.103511
3.3172,0,20.316312,20.112024
3.3175,0,20.33938,20.088091
3.3172,0,20.337504,20.112863
3.3167,0,20.323121,20.099217
3.3161,0,20.318533,20.103882
3.3168,0,20.333483,20.114393
3.3171,0,20.328771,20.113751
3.3182,0,20.311355,20.111137
3.317,0,20.341106,20.130161
3.3165,0,20.327736,20.152688
3.3175,0,20.333879,20.129964
3.3166,0,20.334446,20.114986
3.3179,0,20.337505,20.110274
3.317,0,20.335087,20.114517
3.3179,0,20.318485,20.12271
3.3175,0,20.333436,20.12545
3.3184,0,20.342611,20.108718
3.3183,0,20.331609,20.136947
3.3173,0,20.321446,20.128262
3.3161,0,20.34165,20.128483
3.318,0,20.333287,20.137515
3.3165,0,20.351321,20.135566
3.3172,0,20.322234,20.133121
3.3175,0,20.337284,20.140402
3.3181,0,20.339727,20.145066
3.3175,0,20.330524,20.142523
3.3165,0,20.335632,20.150223
3.317,0,20.343502,20.14366
3.3164,0,20.344339,20.150049
3.3172,0,20.340886,20.142154
3.3178,0,20.334472,20.146472
3.3182,0,20.342194,20.144572
3.3171,0,20.346363,20.155404
3.3182,0,20.348238,20.136553
3.3182,0,20.34745,20.15538
3.3183,0,20.33588,20.146399
3.3178,0,20.343426,20.136552
3.3185,0,20.351321,20.144078
3.318,0,20.352087,20.149656
3.3201,0,20.353813,20.132876
3.3181,0,20.339605,20.157157
3.3174,0,20.34254,20.160092
3.319,0,20.334054,20.152716
3.3184,0,20.337285,20.152246
3.3185,0,20.326775,20.155799
3.3192,0,20.343083,20.152864
3.3175,0,20.347352,20.154173
3.3179,0,20.339359,20.159132
3.3193,0,20.348684,20.14181
3.3188,0,20.34444,20.153851
3.3184,0,20.354036,20.159748
3.3182,0,20.344564,20.145092
3.3186,0,20.355764,20.168878
3.3175,0,20.350337,20.16382
3.3179,0,20.354951,20.164364
3.3176,0,20.349374,20.168038
3.3178,0,20.333783,20.17058
3.3191,0,20.331243,20.16915
3.4578,5.9988,20.355048,20.176674
3.5163,5.9997,20.34644,20.178057
3.5474,6.004,20.356356,20.166879
3.5781,6.003,20.350263,20.163006
3.6122,5.999,20.354112,20.173148
3.653,5.9954,20.349055,20.17105
3.6996,6.0099,20.357122,20.18467
3.7556,5.9999,20.355295,20.155825
3.8177,5.9918,20.353419,20.172084
3.8864,5.9937,20.348167,20.179045
3.9658,5.992,20.362204,20.17902
4.0519,6.0049,20.373084,20.18324
4.0166,0,20.363412,20.18837
3.9256,0,20.369654,20.187211
3.8711,0,20.371035,20.192293
3.8322,0,20.377228,20.188125
3.7993,0,20.372195,20.200115
3.7702,0,20.386528,20.195946
3.7451,0,20.369753,20.193232
3.7235,0,20.387022,20.193849
3.7045,0,20.373108,20.192887
3.6871,0,20.37407,20.177934
3.6706,0,20.378215,20.172828
3.6573,0,20.374491,20.191309
3.6444,0,20.384877,20.201696
3.6323,0,20.393955,20.189681
3.6228,0,20.378414,20.191902
3.6113,0,20.397556,20.196613
3.6024,0,20.398298,20.202167
3.5943,0,20.40148,20.197207
3.5866,0,20.40735,20.204189
3.5787,0,20.402664,20.203943
3.5717,0,20.407523,20.19659
3.5645,0,20.413322,20.192027
3.5596,0,20.412336,20.199923
3.5543,0,20.421857,20.210186
3.5496,0,20.419761,20.20846
3.5445,0,20.421955,20.209914
3.54,0,20.427161,20.204018
3.5354,0,20.421044,20.203081
3.5337,0,20.424498,20.224301
3.5275,0,20.420231,20.201898
3.5245,0,20.441471,20.206488
3.5221,0,20.4264,20.213619
3.519,0,20.430273,20.208982
3.5159,0,20.434566,20.199952
3.5139,0,20.451734,20.214163
3.5118,0,20.435158,20.199064
3.5086,0,20.435973,20.208761
3.5079,0,20.429756,20.219197
3.5047,0,20.443103,20.232176
3.5037,0,20.44298,20.210588
3.5019,0,20.447099,20.22211
3.5003,0,20.458719,20.215228
3.4982,0,20.446435,20.218115
3.4972,0,20.469572,20.216832
3.4964,0,20.450949,20.219669
3.4948,0,20.467131,20.229193
3.4943,0,20.462001,20.227023
3.4924,0,20.461384,20.223445
3.4907,0,20.461534,20.227666
3.4897,0,20.449274,20.214663
3.4896,0,20.464838,20.230601
3.4886,0,20.447178,20.221819
3.4867,0,20.473225,20.245651
3.4866,0,20.469379,20.237733
3.4858,0,20.479961,20.222412
3.4845,0,20.471697,20.213406
3.4834,0,20.474979,20.238523
3.4843,0,20.463015,20.236549
3.483,0,20.478014,20.242669
3.4831,0,20.480799,20.225841
3.4811,0,20.459046,20.23295
3.4807,0,20.477226,20.23818
3.4801,0,20.464793,20.254611
3.4801,0,20.469233,20.245729
3.4785,0,20.492099,20.236773
3.4791,0,20.480998,20.258237
3.4778,0,20.483887,20.225598
3.4785,0,20.484774,20.242029
3.478,0,20.490892,20.245928
3.4761,0,20.472639,20.237663
3.4769,0,20.490719,20.246125
3.4758,0,20.49548,20.247926
3.4758,0,20.489684,20.242499
3.4755,0,20.483147,20.253724
3.476,0,20.477079,20.246915
3.4745,0,20.50584,20.242376
3.4748,0,20.488845,20.256093
3.4741,0,20.488131,20.257599
3.4741,0,20.479718,20.259177
3.4733,0,20.50621,20.259029
3.4717,0,20.503794,20.256242
3.4735,0,20.482161,20.248667
3.4725,0,20.500809,20.259918
3.4719,0,20.499131,20.249728
3.4718,0,20.490474,20.2444
3.4718,0,20.496099,20.242994
3.4716,0,20.495432,20.25898
3.4724,0,20.493508,20.252985
3.4718,0,20.498219,20.248076
3.4715,0,20.474884,20.258782
3.4712,0,20.499501,20.254539
3.4707,0,20.500191,20.269662
3.4713,0,20.516397,20.28143
3.4695,0,20.520048,20.270279
3.47,0,20.505592,20.269513
3.4704,0,20.507689,20.285303
3.471,0,20.522537,20.270549
3.4692,0,20.494196,20.275508
3.47,0,20.506134,20.270796
3.4688,0,20.506753,20.257721
3.4688,0,20.499745,20.274027
3.4691,0,20.505295,20.251822
3.4698,0,20.50305,20.256239
3.4687,0,20.519798,20.240424
3.4687,0,20.507588,20.259297
3.469,0,20.507241,20.248218
3.4686,0,20.514174,20.238499
3.4689,0,20.519279,20.244345
3.4681,0,20.513704,20.230997
3.467,0,20.518217,20.23181
3.4666,0,20.522484,20.250142
3.4668,0,20.516268,20.219129
3.4676,0,20.526306,20.206594
3.4667,0,20.531439,20.196185
3.4662,0,20.536493,20.19754
3.4657,0,20.523395,20.1948
3.4659,0,20.537109,20.187793
3.4681,0,20.541648,20.189742
3.4671,0,20.534495,20.184068
3.4666,0,20.525071,20.184263
3.4669,0,20.525295,20.184487
3.4654,0,20.526033,20.180045
3.4666,0,20.537182,20.183055
3.4663,0,20.523494,20.179355
3.4667,0,20.525418,20.18498
3.4656,0,20.538293,20.174543
3.465,0,20.531141,20.194036
3.4645,0,20.533188,20.194974
3.4657,0,20.542611,20.175532
3.4658,0,20.536838,20.184191
3.464,0,20.533731,20.174422
3.4649,0,20.543127,20.171607
3.4643,0,20.546458,20.169018
3.4652,0,20.523964,20.187598
3.4636,0,20.544607,20.173828
3.4643,0,20.52542,20.17499
3.4644,0,20.542216,20.179208
3.4638,0,20.529686,20.149649
3.4642,0,20.530747,20.167735
3.4644,0,20.531562,20.163739
3.4636,0,20.533856,20.173435
3.4634,0,20.538073,20.168772
3.4629,0,20.534003,20.192088
3.4646,0,20.531488,20.159964
3.4634,0,20.539777,20.141608
3.4644,0,20.53356,20.130208
3.4643,0,20.553368,20.150023
3.4633,0,20.552109,20.146172
3.463,0,20.535139,20.163246
3.4633,0,20.537556,20.162333
3.4638,0,20.540172,20.159028
3.4632,0,20.522511,20.157646
3.463,0,20.535733,20.16162
3.4627,0,20.515236,20.174055
3.4621,0,20.523129,20.165296
3.4628,0,20.52868,20.149383
3.4637,0,20.530308,20.149531
3.4645,0,20.526015,20.149308
3.4634,0,20.52831,20.168628
3.4624,0,20.530998,20.161695
3.4619,0,20.517037,20.14958
3.4621,0,20.532283,20.152247
3.463,0,20.506629,20.121032
3.4635,0,20.531245,20.140846
3.4618,0,20.525376,20.129052
3.4623,0,20.516325,20.132583
3.462,0,20.516866,20.131643
3.4626,0,20.521676,20.136825
3.463,0,20.54289,20.142872
3.4614,0,20.523725,20.145536
3.4612,0,20.517237,20.14941
3.4628,0,20.499453,20.150866
3.4606,0,20.514081,20.124415
3.4621,0,20.517091,20.130388
3.4611,0,20.517065,20.142205
3.4624,0,20.515711,20.142701
3.4612,0,20.514749,20.159875
3.4608,0,20.519805,20.132362
3.4609,0,20.508214,20.157038
3.4612,0,20.523925,20.138334
3.461,0,20.525505,20.138804
3.4617,0,20.515072,20.140212
3.3163,-3.0004,20.49598,20.131477
3.2812,-3.0052,20.504171,20.127456
3.264,-3.0004,20.506586,20.128762
3.254,-2.9897,20.498916,20.139965
3.2467,-3.0067,20.523237,20.137646
3.2387,-2.9789,20.505948,20.122201
3.2356,-2.9964,20.526887,20.119831
3.2293,-2.985,20.5315,20.128517
3.2253,-3.0028,20.504344,20.111714
3.221,-3.0069,20.503949,20.137227
3.2181,-2.9657,20.491691,20.118303
3.2149,-3.0018,20.494849,20.109248
3.2123,-2.9521,20.513495,20.120128
3.2086,-2.9854,20.502421,20.119044
3.2044,-3.034,20.506886,20.096491
3.2026,-2.9901,20.505331,20.117883
3.1999,-3.0256,20.510217,20.106855
3.1971,-3.0124,20.509922,20.122105
3.1963,-3.0201,20.516702,20.122226
3.193,-2.9816,20.52075,20.115912
3.1927,-2.9843,20.511229,20.117122
3.1888,-2.9851,20.522427,20.127213
3.1875,-3.0203,20.520751,20.10703
3.1856,-2.9995,20.524401,20.111792
3.1851,-2.9985,20.498452,20.113593
3.1826,-2.9926,20.511673,20.122377
3.1814,-3.021,20.511553,20.109302
3.1803,-3.0152,20.533503,20.117567
3.1789,-3.0007,20.511281,20.095336
3.1783,-3.0039,20.528276,20.103454
3.1773,-2.9895,20.502352,20.10491
3.1756,-2.9891,20.513083,20.108612
3.1737,-3.0276,20.52137,20.07989
3.1732,-2.9801,20.51814,20.087762
3.1728,-2.9829,20.518017,20.08875
3.1705,-2.9919,20.533852,20.098299
3.171,-3.0092,20.516957,20.101014
3.1698,-2.9965,20.519449,20.097214
3.169,-2.9927,20.522063,20.090947
3.1674,-2.9762,20.530229,20.107998
3.1662,-3.011,20.533631,20.10511
3.1665,-3.0147,20.538072,20.094378
3.1661,-2.9649,20.534865,20.073403
3.1653,-2.9964,20.537381,20.097758
3.1652,-3.013,20.522113,20.089517
3.1659,-2.9661,20.542883,20.086976
3.1636,-3.0102,20.551219,20.093465
3.1637,-3.0011,20.553907,20.109849
3.1623,-3.0235,20.545522,20.102571
3.1635,-2.9896,20.555783,20.082855
3.1639,-2.9805,20.547742,20.10109
3.1626,-3.0174,20.546286,20.089641
3.1619,-2.9927,20.549789,20.075379
3.1616,-2.99,20.548038,20.086211
3.1618,-3.0236,20.544191,20.078661
3.1624,-2.9999,20.549075,20.104645
3.1615,-3.0011,20.549692,20.096749
3.1605,-3.0058,20.55418,20.083843
3.1606,-3.018,20.562813,20.100253
3.1613,-2.9868,20.561826,20.109999
3.16,-3.0463,20.568266,20.109779
3.1595,-3.0192,20.571668,20.090235
3.1593,-3.0137,20.588121,20.079675
3.1593,-2.9803,20.570781,20.094529
3.1591,-3.0342,20.576034,20.080537
3.1592,-2.9844,20.582992,20.082317
3.1591,-3.0075,20.576898,20.085103
3.1593,-2.9843,20.580993,20.076246
3.159,-2.9995,20.608222,20.078688
3.1585,-3.001,20.574876,20.08197
3.1592,-2.9771,20.606473,20.079899
3.1593,-3.0015,20.595053,20.055519
3.1592,-2.9965,20.597101,20.074594
3.1583,-2.9971,20.606473,20.078789
3.1577,-3.0267,20.595917,20.071559
3.1585,-2.9851,20.602996,20.071609
3.1577,-3.0129,20.611406,20.074471
3.1576,-3.0015,20.610419,20.054607
3.1578,-2.9947,20.609705,20.084614
3.1584,-2.9628,20.621223,20.056903
3.1577,-2.9864,20.630349,20.064553
3.1573,-2.9781,20.630817,20.045033
3.1573,-3.0178,20.631015,20.033387
3.1578,-3.0032,20.635455,20.041161
3.1579,-2.978,20.632668,20.048736
3.1575,-2.9877,20.627293,20.039287
3.1575,-2.9882,20.632867,20.044494
3.1586,-3.0093,20.641892,20.057965
3.1568,-2.9972,20.62453,20.062062
3.1569,-2.979,20.657529,20.04696
3.1581,-2.9823,20.643029,20.063174
3.1575,-2.9834,20.658221,20.062828
3.1571,-2.9947,20.664879,20.038028
3.1575,-3.0023,20.669097,20.048911
3.1567,-3.0191,20.644286,20.044444
3.1573,-2.9925,20.660786,20.056882
3.1567,-2.9919,20.661157,20.026901
3.1574,-3.0018,20.674155,20.050271
3.157,-3.0313,20.668877,20.037586
3.1574,-2.9769,20.684094,20.039117
3.1571,-2.9928,20.682219,20.045754
3.1569,-3.0267,20.693243,20.061596
3.1565,-2.9978,20.68148,20.03391
3.1553,-2.9911,20.702245,20.051356
3.1567,-3.0019,20.700101,20.034775
3.1554,-2.9954,20.697189,20.054811
3.1563,-2.9959,20.709324,20.045855
3.1579,-2.9919,20.699634,20.053555
3.1574,-2.982,20.714801,20.043931
3.156,-3.0008,20.721533,20.058441
3.1572,-2.9922,20.718647,20.059995
3.1578,-2.9757,20.713667,20.063896
3.1556,-2.9938,20.730534,20.047459
3.1561,-2.9878,20.732163,20.062785
3.1563,-2.9985,20.736306,20.056937
3.1551,-3.0169,20.741806,20.047264
3.1558,-3.0146,20.731374,20.0483
3.1558,-3.0038,20.749698,20.061083
3.156,-2.9811,20.740598,20.056419
3.1552,-2.9815,20.754483,20.052917
3.1556,-3.0317,20.752757,20.044526
3.1554,-2.9869,20.761512,20.032559
3.1556,-3.0111,20.747776,20.037692
3.1556,-2.9856,20.757692,20.050945
3.1557,-3.0001,20.75806,20.053164
3.1543,-3.004,20.770637,20.036509
3.1544,-2.9825,20.75663,20.051364
3.1536,-3.0261,20.769726,20.02116
3.1541,-2.9856,20.784916,20.050056
3.1537,-3.0098,20.781759,20.046527
3.1545,-2.9757,20.781515,20.033697
3.1555,-2.9949,20.77895,20.030761
3.154,-3.001,20.797815,20.0278
3.153,-3.0222,20.805633,20.029701
3.1533,-3.0002,20.786891,20.026863
3.1536,-2.9741,20.80472,20.026936
3.1533,-3.0162,20.798827,20.038067
3.1542,-2.9831,20.815817,20.03175
3.1533,-2.9983,20.800283,20.021387
3.1537,-3.0095,20.805979,20.047444
3.1544,-2.9437,20.816953,20.046211
3.1541,-2.9919,20.817519,20.039745
3.1539,-2.9773,20.820726,20.03444
3.1536,-3.0116,20.823439,20.051221
3.153,-3.0069,20.814167,20.047865
3.1532,-2.9978,20.831898,20.045621
3.1537,-2.9961,20.851698,20.054331
3.1538,-2.9934,20.851229,20.043127
3.1544,-2.9841,20.842157,20.050704
3.154,-2.9901,20.859714,20.058651
3.1525,-3.0307,20.846029,20.039403
3.1525,-3.0131,20.843761,20.055642
3.1533,-3.0046,20.850024,20.044512
3.1518,-3.0268,20.851555,20.053077
3.1528,-3.0344,20.860504,20.057961
3.153,-2.9923,20.845019,20.048386
3.1539,-2.9767,20.850765,20.052656
3.1518,-2.9958,20.864547,20.050532
3.1531,-2.9974,20.860531,20.038
3.1523,-2.9893,20.870591,20.032152
3.1529,-2.9814,20.869924,20.034815
3.1532,-3.0057,20.873598,20.054408
3.1514,-2.9838,20.867903,20.055001
3.1536,-3.0124,20.876804,20.0417
3.1527,-3.0091,20.867904,20.062405
3.1525,-2.9794,20.887113,20.056458
3.1524,-2.9858,20.891574,20.030942
3.1528,-2.9975,20.880502,20.051693
3.1523,-3.0078,20.88403,20.050782
3.1531,-2.9701,20.886003,20.071264
3.152,-3.0152,20.884768,20.058554
3.1518,-3.0184,20.893571,20.049226
3.1522,-3.0158,20.883044,20.063861
3.1533,-2.995,20.887579,20.065439
3.1534,-2.9933,20.891623,20.05431
3.1513,-3.0012,20.897171,20.053199
3.153,-3.0039,20.887603,20.053618
3.1523,-2.9941,20.894286,20.063637
3.1515,-3.0446,20.889773,20.077627
3.1525,-3.0115,20.901783,20.077802
3.1521,-2.994,20.899883,20.092187
3.1516,-3.0145,20.901954,20.072791
3.1511,-2.9758,20.91194,20.072421
3.1519,-3.0059,20.909722,20.080195
3.1524,-2.9693,20.915861,20.068942
3.1523,-3.0054,20.908265,20.067262
3.1521,-3.0157,20.912015,20.061392
3.1535,-2.9952,20.896503,20.07881
3.151,-2.9967,20.914701,20.061859
3.1517,-2.9995,20.91078,20.076442
3.1508,-2.9953,20.918571,20.073505
3.1522,-3.0175,20.916648,20.081575
3.151,-2.9958,20.912678,20.087225
3.1514,-2.992,20.916377,20.080192
3.1502,-2.9971,20.899339,20.082759
3.1515,-3.0071,20.912999,20.074591
3.1516,-3.0049,20.911298,20.087325
3.153,-2.996,20.918793,20.08261
3.1531,-2.9873,20.911322,20.090309
3.1518,-3.0114,20.91502,20.085867
3.1518,-3.0028,20.912777,20.087693
3.1509,-3.015,20.9183,20.092851
3.1513,-2.9946,20.918178,20.089398
3.1522,-2.9849,20.924268,20.096602
3.1509,-2.9903,20.922911,20.102277
3.1503,-2.9928,20.920545,20.096208
3.1508,-3.0132,20.924958,20.103956
3.1514,-2.9812,20.915662,20.097243
3.1504,-2.9989,20.925499,20.090062
3.152,-3.0067,20.921431,20.108198
3.1517,-2.969,20.89379,20.09053
3.1501,-2.9993,20.921332,20.1081
3.151,-2.9949,20.926263,20.10045
3.1502,-3.0062,20.935855,20.104497
3.1498,-2.998,20.912924,20.109308
3.1497,-3.0195,20.920469,20.117228
3.1529,-3.0087,20.928777,20.127394
3.1498,-3.0164,20.930479,20.108
3.1495,-2.9979,20.933265,20.094132
3.1515,-2.9971,20.938344,20.11291
3.1501,-3.0044,20.915314,20.107258
3.1506,-2.9907,20.923255,20.135192
3.1503,-3.0112,20.931735,20.116659
3.1495,-2.9959,20.926632,20.111923
3.1504,-2.9885,20.924068,20.110097
3.151,-3.0356,20.937037,20.121225
3.1492,-3.011,20.939451,20.12142
3.1493,-3.002,20.938961,20.115748
3.1491,-3.0073,20.933091,20.107653
3.1502,-2.9909,20.936198,20.117054
3.1507,-2.9871,20.936545,20.129246
3.1494,-3.0009,20.940785,20.134968
3.1494,-3.0232,20.93472,20.121496
3.1493,-2.9728,20.928678,20.142099
3.1504,-2.9942,20.915017,20.140272
3.1504,-3.0048,20.928581,20.134229
3.1498,-3.0073,20.935237,20.14052
3.1492,-2.9792,20.925497,20.130773
3.1497,-2.9974,20.947465,20.121667
3.1498,-2.9869,20.934594,20.119891
3.1491,-2.9551,20.941426,20.13487
3.1491,-2.9861,20.936421,20.128381
3.1495,-2.9964,20.942781,20.158063
3.1488,-2.9891,20.934003,20.149278
3.1505,-2.9899,20.927912,20.127638
3.1499,-3.0103,20.938196,20.137559
3.1497,-3.0415,20.949168,20.132254
3.1496,-3.0063,20.931563,20.143135
3.1492,-3.0143,20.929492,20.135142
3.1479,-3.058,20.948281,20.152463
3.1484,-3.0152,20.944483,20.157545
3.1496,-3.0075,20.943299,20.141185
3.1494,-2.9987,20.943472,20.152092
3.15,-3.0239,20.948181,20.152734
3.1486,-3.0035,20.946751,20.162035
3.1476,-3.0181,20.954123,20.149057
3.1477,-2.9963,20.935261,20.15757
3.1473,-2.9957,20.930996,20.160704
3.1489,-3.0176,20.936223,20.136696
3.1484,-2.9964,20.940686,20.160407
3.1476,-2.9949,20.943645,20.143382
3.1494,-2.9752,20.95548,20.158187
3.1493,-2.9837,20.954246,20.166945
3.1494,-2.9719,20.940737,20.16749
3.1485,-2.9941,20.935164,20.170796
3.2164,0,20.949316,20.173114
3.2301,0,20.937628,20.182144
3.2355,0,20.945,20.166205
3.2393,0,20.953654,20.175975
3.2416,0,20.947911,20.164677
3.244,0,20.94843,20.167046
3.2465,0,20.969214,20.160828
3.2482,0,20.947738,20.176346
3.2488,0,20.958612,20.160581
3.2509,0,20.954866,20.167195
3.2526,0,20.955407,20.158484
3.2532,0,20.955283,20.169093
3.2548,0,20.947198,20.166184
3.256,0,20.943201,20.166255
3.2565,0,20.947987,20.182518
3.2579,0,20.938545,20.160485
3.2597,0,20.936547,20.162187
3.2592,0,20.941035,20.175191
3.2608,0,20.961426,20.185603
3.2619,0,20.949492,20.192166
3.2632,0,20.963451,20.198362
3.2621,0,20.967961,20.195103
3.2628,0,20.94784,20.179779
3.2642,0,20.956841,20.180275
3.2639,0,20.94047,20.19239
3.2655,0,20.949247,20.193771
3.2649,0,20.960096,20.193895
3.2661,0,20.947793,20.196017
3.2646,0,20.95736,20.201149
3.267,0,20.945205,20.185655
3.2673,0,20.956744,20.199053
3.2678,0,20.956968,20.203718
3.2687,0,20.944935,20.192047
3.269,0,20.94624,20.205566
3.2701,0,20.955858,20.200017
3.2697,0,20.944983,20.198756
3.2697,0,20.948756,20.184028
3.2698,0,20.959976,20.200806
3.2709,0,20.963401,20.206454
3.2708,0,20.950038,20.200484
3.271,0,20.974423,20.20268
3.2723,0,20.95608,20.20764
3.2716,0,20.949497,20.216227
3.2719,0,20.957904,20.210576
3.2729,0,20.957115,20.204975
3.2724,0,20.962121,20.213685
3.2731,0,20.959925,20.210008
3.2728,0,20.956549,20.206259
3.2736,0,20.982734,20.198783
3.2742,0,20.964736,20.20927
3.2739,0,20.961653,20.215808
3.275,0,20.948831,20.207789
3.2741,0,20.966017,20.209072
3.2756,0,20.955835,20.207025
3.2743,0,20.952507,20.217387
3.2746,0,20.95988,20.221435
3.2763,0,20.949968,20.221509
3.2759,0,20.940255,20.216601
3.2755,0,20.970654,20.222965
3.2757,0,20.954852,20.212333
3.2756,0,20.969178,20.220747
3.2747,0,20.974973,20.219885
3.2766,0,20.954829,20.232664
3.2762,0,20.947753,20.237796
3.2772,0,20.973667,20.201924
3.2771,0,20.963091,20.243892
3.2759,0,20.96351,20.232469
3.2769,0,20.94386,20.22613
3.2775,0,20.974434,20.220085
3.278,0,20.967432,20.226401
3.2773,0,20.963736,20.233805
3.2772,0,20.96758,20.238763
3.2786,0,20.971724,20.241798
3.2776,0,20.961888,20.231956
3.2788,0,20.963961,20.222188
3.2774,0,20.979072,20.244711
3.2772,0,20.983882,20.23176
3.2784,0,20.960337,20.224483
3.2776,0,20.96576,20.23361
3.2777,0,20.970765,20.24306
3.2782,0,20.963248,20.235908
3.2798,0,20.951141,20.25895
3.2788,0,20.970694,20.234477
3.2793,0,20.968797,20.242941
3.2789,0,20.973949,20.250687
3.2785,0,20.946237,20.254413
3.2798,0,20.965988,20.2368
3.2797,0,20.966332,20.253797
3.2803,0,20.968872,20.242646
3.2791,0,20.96806,20.255526
3.2798,0,20.966087,20.237638
3.2792,0,20.967593,20.2595
3.2799,0,20.951887,20.247854
3.2801,0,20.968259,20.252395
3.2808,0,20.970504,20.24798
3.2805,0,20.972206,20.245982
3.2814,0,20.975065,20.259945
3.28,0,20.977333,20.254813
3.2809,0,20.957487,20.238655
3.2804,0,20.97588,20.255949
3.2809,0,20.96671,20.256026
3.2812,0,20.961187,20.259381
3.2796,0,20.968363,20.249908
3.2806,0,20.964787,20.259652
3.2809,0,20.97645,20.247268
3.2816,0,20.961854,20.26819
