LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	admin
Description	Clolumns are: time, Current, Voltage, Power, Battery Temp, and Chamber Temp
Date	1903/12/31
Time	19:00:00
***End_of_Header***	
	
0.000000	0.047093	3.606700	0.172210	49.554631	50.177499
0.193785	0.002691	3.606900	0.009747	49.551756	50.156564
1.192584	0.003165	3.606700	0.011441	49.569410	50.149648
2.193469	0.001851	3.606200	0.006746	49.555644	50.153587
3.192124	0.001828	3.606800	0.006606	49.550689	50.147190
4.194210	0.009530	3.608200	0.034419	49.564418	50.133821
5.228777	-0.004297	3.607000	-0.015428	49.562577	50.133787
6.212217	-0.001073	3.607500	-0.003805	49.549202	50.129810
7.195541	0.008863	3.606600	0.032038	49.566875	50.146392
8.193330	0.008642	3.606900	0.031196	49.576045	50.150501
9.193819	0.010224	3.607700	0.036914	49.552942	50.146552
10.196313	0.007563	3.607700	0.027355	49.552568	50.164961
11.195732	0.008125	3.607900	0.029354	49.577338	50.180330
12.195502	0.054238	3.606700	0.195320	49.574870	50.179307
13.194895	0.003452	3.607500	0.012505	49.571698	50.172524
14.192166	0.005343	3.606600	0.019320	49.566808	50.167276
15.193211	0.007431	3.606200	0.026876	49.566348	50.165732
16.192398	0.007109	3.606300	0.025646	49.546429	50.154130
17.192935	0.007777	3.607600	0.028122	49.568692	50.159767
18.193800	0.000314	3.606600	0.001185	49.557956	50.142894
19.192728	0.002106	3.606000	0.007641	49.560278	50.162554
20.192461	3.400000E+38	3.606800	0.206450	49.557041	50.157874
21.207508	3.400000E+38	3.605800	0.164760	49.551330	50.139884
22.195261	-0.001763	3.605900	-0.006297	49.557538	50.143200
23.197264	-0.001909	3.606600	-0.006834	49.576197	50.151375
24.196812	-0.004295	3.607000	-0.015440	49.553273	50.155191
25.195680	-0.001595	3.605900	-0.005689	49.570822	50.176706
26.194873	-0.004118	3.606600	-0.014816	49.560037	50.162674
27.192770	-0.000135	3.606400	-0.000416	49.558260	50.150785
28.192317	0.001157	3.607900	0.004211	49.565370	50.167644
29.192535	0.000570	3.607700	0.002091	49.571816	50.153498
30.192954	0.051727	3.607400	0.185730	49.575831	50.148120
31.194711	-0.001692	3.605300	-0.006055	49.572897	50.169389
32.196259	-0.001873	3.608100	-0.006741	49.559641	50.149636
33.196321	3.400000E+38	3.607200	0.166700	49.557701	50.175872
34.194682	-0.003022	3.606900	-0.010874	49.563375	50.153007
35.195250	-0.002355	3.605900	-0.008463	49.570865	50.168802
